(0.3, 21, 49340)
(0.07, 23, 928)
(0.2, 5, 679)
(0.24, 17, 9903)
(0.26, 7, 6781)
(0.19, 7, 1214)
(0.22, 22, 9909)
(0.28, 7, 10079)
(0.0, 20, 17833)
(0.26, 24, 40296)
(0.15, 8, 1518)
(0.12, 19, 1915)
(0.27, 15, 26671)
(0.06, 22, 1077)
(0.18, 25, 4861)
(0.0, 9, 6733)
(0.09, 5, 172)
(0.12, 18, 1748)
(0.06, 2, 228)
(0.15, 25, 3620)
(0.11, 3, 299)
(0.06, 2, 241)
(0.0, 12, 8997)
(0.11, 1, 271)
(0.24, 17, 13780)
(0.28, 15, 21503)
(0.19, 4, 448)
(0.01, 19, 1778)
(0.22, 11, 3987)
(0.09, 22, 1659)
(0.2, 4, 567)
(0.18, 19, 9495)
(0.16, 14, 1800)
(0.19, 23, 3904)
(0.01, 19, 1012)
(0.0, 23, 9369)
(0.19, 13, 3518)
(0.24, 2, 874)
(0.19, 12, 4590)
(0.06, 23, 872)
(0.04, 16, 468)
(0.02, 4, 240)
(0.12, 17, 1338)
(0.15, 10, 1036)
(0.21, 10, 2349)
(0.04, 19, 1001)
(0.01, 25, 1703)
(0.08, 2, 169)
(0.07, 20, 900)
(0.02, 21, 924)
(0.13, 17, 2496)
(0.18, 8, 1573)
(0.09, 23, 1106)
(0.11, 3, 363)
(0.25, 25, 32164)
(0.2, 8, 2137)
(0.26, 8, 13212)
(0.09, 14, 472)
(0.18, 13, 5328)
(0.02, 1, 559)
(0.3, 16, 50000)
(0.21, 12, 11021)
(0.03, 18, 497)
(0.24, 2, 534)
(0.24, 8, 13156)
(0.03, 22, 655)
(0.3, 22, 50000)
(0.0, 25, 26209)
(0.06, 20, 373)
(0.06, 11, 725)
(0.06, 8, 320)
(0.19, 24, 10859)
(0.18, 20, 3596)
(0.07, 12, 968)
(0.18, 24, 7073)
(0.0, 5, 3782)
(0.07, 1, 332)
(0.07, 10, 605)
(0.14, 4, 305)
(0.03, 24, 1137)
(0.15, 20, 3032)
(0.08, 17, 1171)
(0.14, 20, 1589)
(0.1, 11, 1007)
(0.19, 5, 407)
(0.1, 5, 427)
(0.17, 22, 4218)
(0.19, 24, 6408)
(0.3, 11, 34811)
(0.26, 20, 46460)
(0.12, 9, 642)
(0.16, 16, 3679)
(0.01, 5, 672)
(0.21, 9, 2091)
(0.15, 4, 598)
(0.0, 8, 9740)
(0.13, 21, 1757)
(0.24, 15, 7554)
(0.22, 3, 1909)
(0.08, 14, 706)
(0.17, 11, 2962)
(0.04, 7, 525)
(0.23, 12, 7140)
(0.13, 1, 301)
(0.04, 10, 496)
(0.04, 14, 691)
(0.1, 3, 228)
(0.15, 1, 318)
(0.09, 18, 1318)
(0.14, 24, 2218)
(0.16, 19, 1490)
(0.19, 18, 4477)
(0.28, 17, 21851)
(0.28, 12, 30160)
(0.24, 11, 8666)
(0.11, 13, 774)
(0.26, 18, 26671)
(0.22, 4, 2066)
(0.25, 10, 4268)
(0.09, 14, 834)
(0.15, 15, 1866)
(0.19, 19, 4661)
(0.02, 15, 1079)
(0.14, 10, 1242)
(0.01, 25, 1339)
(0.23, 16, 10686)
(0.17, 18, 5596)
(0.27, 12, 12560)
(0.26, 13, 24563)
(0.3, 25, 50000)
(0.1, 7, 296)
(0.26, 25, 18953)
(0.1, 21, 1369)
(0.2, 21, 11497)
(0.28, 3, 1793)
(0.05, 16, 694)
(0.14, 8, 669)
(0.25, 17, 31026)
(0.16, 10, 1215)
(0.1, 8, 490)
(0.19, 10, 3507)
(0.01, 2, 601)
(0.25, 14, 10434)
(0.07, 16, 525)
(0.07, 12, 331)
(0.18, 20, 4294)
(0.02, 16, 1031)
(0.2, 25, 6228)
(0.12, 7, 722)
(0.14, 3, 275)
(0.18, 6, 1202)
(0.25, 15, 12482)
(0.17, 5, 944)
(0.16, 25, 4559)
(0.15, 3, 261)
(0.03, 3, 393)
(0.12, 15, 1501)
(0.25, 25, 37853)
(0.03, 9, 561)
(0.26, 16, 23467)
(0.1, 10, 716)
(0.29, 3, 5573)
(0.14, 10, 573)
(0.04, 5, 340)
(0.09, 9, 336)
(0.18, 15, 4067)
(0.21, 25, 13568)
(0.02, 25, 1374)
(0.14, 17, 1769)
(0.01, 4, 612)
(0.23, 9, 8349)
(0.24, 7, 3233)
(0.19, 4, 1173)
(0.15, 11, 1793)
(0.21, 9, 2892)
(0.16, 1, 282)
(0.09, 10, 606)
(0.09, 25, 562)
(0.27, 5, 4175)
(0.19, 4, 847)
(0.17, 1, 369)
(0.01, 10, 767)
(0.2, 19, 18610)
(0.11, 5, 439)
(0.1, 16, 617)
(0.04, 24, 1310)
